symbol,name,country,exchange,currency,ipo,share_outstanding,float_shares,market_cap
GELS,Gelteq Limited,Australia,NCM,USD,,10711059.0,5455571.0,9260783.0
ELWS,"Earlyworks Co., Ltd",Japan,NCM,USD,,3050570.0,5467638.0,14642741.0
STRS,Stratus Properties Inc.,United States,NMS,USD,,7994746.0,5468966.0,198656592.0
KOSS,Koss Corporation,United States,NCM,USD,,9456438.0,5476412.0,42459404.0
YHNA,YHN Acquisition I Limited,Hong Kong,NGM,USD,,7750000.0,5484288.0,82460000.0
YHNAR,YHN Acquisition I Limited,Hong Kong,NGM,USD,,,5484288.0,
YHNAU,YHN Acquisition I Limited,Hong Kong,NGM,USD,,7750000.0,5484288.0,81762504.0
PHOE,Phoenix Asia Holdings Limited,Hong Kong,NCM,USD,,21600000.0,5500008.0,345384000.0
BOSC,B.O.S. Better Online Solutions Ltd.,Israel,NCM,USD,,6186000.0,5500034.0,28579320.0
TANAF,Tian'an Technology Group Ltd.,,,,,45518000.0,5518147.0,22759000.0
SLRX,"Salarius Pharmaceuticals, Inc.",United States,NCM,USD,,5862178.0,5519827.0,3853209.0
QTTB,Q32 Bio Inc.,United States,NCM,USD,,12304352.0,5527607.0,39373928.0
GDEV,GDEV Inc.,Cyprus,NGM,USD,,18130090.0,5533454.0,289454144.0
GDEVW,GDEV Inc.,Cyprus,NGM,USD,,,5533454.0,
RXRSF,,,,,,,5536617.0,
LIMNW,"Liminatus Pharma, Inc.",United States,NCM,USD,,,5555287.0,
CALC,"CalciMedica, Inc.",United States,NCM,USD,,14409431.0,5561464.0,89770752.0
PXLW,"Pixelworks, Inc.",United States,NCM,USD,,6293545.0,5565885.0,42733176.0
DTSQU,DT Cloud Star Acquisition Corporation,United States,NGM,USD,,7753400.0,5568848.0,84279456.0
DTSQR,DT Cloud Star Acquisition Corporation,United States,NGM,USD,,,5568848.0,
DTSQ,DT Cloud Star Acquisition Corporation,United States,NGM,USD,,3653409.0,5568848.0,96574768.0
PXED,"Phoenix Education Partners, Inc.",United States,NYQ,USD,,35652963.0,5570775.0,1137329536.0
BIRD,"Allbirds, Inc.",United States,NMS,USD,,5670752.0,5573568.0,33263024.0
MNSBP,"MainStreet Bancshares, Inc.",United States,NCM,USD,,,5594889.0,
MNSB,"MainStreet Bancshares, Inc.",United States,NCM,USD,,7496571.0,5594889.0,157502976.0
HQI,"HireQuest, Inc.",United States,NCM,USD,,14055475.0,5595162.0,146780992.0
HSPTU,Horizon Space Acquisition II Corp.,United States,NGM,USD,,,5598819.0,
HSPTR,Horizon Space Acquisition II Corp.,United States,NGM,USD,,,5598819.0,
HSPT,Horizon Space Acquisition II Corp.,United States,NGM,USD,,9080000.0,5598819.0,95883896.0
SPKLU,Spark I Acquisition Corporation,United States,NGM,USD,,,5602757.0,
SPKL,Spark I Acquisition Corporation,US,NASDAQ NMS - GLOBAL MARKET,USD,2023-11-27,6236713.0,5602757.0,97757752.0
SPKLW,Spark I Acquisition Corporation,United States,NGM,USD,,,5602757.0,
WEYS,"Weyco Group, Inc.",United States,NMS,USD,,9548388.0,5607962.0,299151008.0
AGIG,Abundia Global Impact Group Inc,United States,ASE,USD,,36918281.0,5615671.0,71621464.0
HYPD,"Hyperion DeFi, Inc.",United States,NCM,USD,,8172659.0,5629778.0,31383010.0
LINK,"Interlink Electronics, Inc.",United States,NCM,USD,,15750007.0,5639763.0,60558776.0
FGBI,"First Guaranty Bancshares, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2015-11-05,15352947.0,5675831.0,77225328.0
FGBIP,"First Guaranty Bancshares, Inc.",United States,NGM,USD,,,5675831.0,
HWBK,"Hawthorn Bancshares, Inc.",United States,NMS,USD,,6897646.0,5676280.0,222441248.0
FLYX,"flyExclusive, Inc.",United States,ASE,USD,,20757668.0,5682412.0,84898864.0
RCON,"Recon Technology, Ltd.",China,NCM,USD,,10627426.0,5692720.0,42265852.0
LIXT,"Lixte Biotechnology Holdings, Inc.",United States,NCM,USD,,8003077.0,5693191.0,32572524.0
WETO,Webus International Limited,China,NCM,USD,,22000000.0,5700420.0,19793400.0
ASRT,"Assertio Holdings, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,1997-02-12,6416805.0,5709035.0,63783048.0
OCC,Optical Cable Corporation,United States,NGM,USD,,8870070.0,5717292.0,39207364.0
IPM,Intelligent Protection Management Corp.,United States,NCM,USD,,9085729.0,5725917.0,23297096.0
TCX,Tucows Inc.,Canada,NCM,USD,,11103919.0,5731399.0,248283632.0
SNWV,"SANUWAVE Health, Inc.",United States,NGM,USD,,8576164.0,5744915.0,261487232.0
CACC,Credit Acceptance Corporation,United States,NMS,USD,,11031544.0,5755929.0,5138196480.0
IVDAW,"Iveda Solutions, Inc.",United States,NCM,USD,,,5764002.0,
IVDA,"Iveda Solutions, Inc.",United States,NCM,USD,,5874741.0,5764002.0,5261193.0
SSBI,Summit State Bank,United States,NGM,USD,,6771526.0,5771168.0,79565440.0
KRRO,"Korro Bio, Inc.",United States,NCM,USD,,9417295.0,5778546.0,76468432.0
MSN,Emerson Radio Corp.,,,,,21042652.0,5799355.0,8522274.0
MGYR,"Magyar Bancorp, Inc.",United States,NGM,USD,,6477991.0,5799551.0,113040944.0
SSEA,Starry Sea Acquisition Corp,US,NASDAQ NMS - GLOBAL MARKET,USD,2025-08-08,7635871.0,5799597.0,76435080.0
SSEAR,Starry Sea Acquisition Corp,United States,NCM,USD,,,5799597.0,
SSEAU,Starry Sea Acquisition Corp,United States,NCM,USD,,,5799597.0,
HKIT,Hitek Global Inc.,China,NCM,USD,,21107364.0,5805376.0,64165608.0
JOUT,Johnson Outdoors Inc.,United States,NMS,USD,,9203034.0,5812533.0,455820800.0
AHT,"Ashford Hospitality Trust, Inc.",United States,NYQ,USD,,6411532.0,5817888.0,24786970.0
MRM,MEDIROM Healthcare Technologies Inc.,Japan,NCM,USD,,7901950.0,5821999.0,17463312.0
MMCP,"Mag Mile Capital, Inc.",,,,,100055935.0,5833261.0,22512586.0
CTEV,Claritev Corporation,United States,NYQ,USD,,16525644.0,5834048.0,694572800.0
GNTLF,Genetic Technologies Limited,,,,,145417246.0,5839957.0,392350688.0
HMR,Heidmar Maritime Holdings Corp.,Greece,NCM,USD,,58396233.0,5843181.0,49496644.0
TRAW,"Traws Pharma, Inc.",United States,NCM,USD,,7990867.0,5869052.0,9349314.0
KRUS,"Kura Sushi USA, Inc.",United States,NGM,USD,,11111427.0,5878790.0,683571776.0
ALCO,"Alico, Inc.",United States,NMS,USD,,7656646.0,5890028.0,280309824.0
EVI,"EVI Industries, Inc.",United States,ASE,USD,,12844419.0,5899570.0,330230016.0
WHG,"Westwood Holdings Group, Inc.",United States,NYQ,USD,,9408130.0,5915146.0,167370656.0
BRIA,BrilliA Inc,Singapore,ASE,USD,,25000000.0,5915525.0,36750000.0
KTTA,Pasithea Therapeutics Corp.,United States,NCM,USD,,22398920.0,5924120.0,25086790.0
KTTAW,Pasithea Therapeutics Corp.,,,,,,5924120.0,
DLHC,DLH Holdings Corp.,United States,NCM,USD,,14493035.0,5926637.0,81885648.0
BWFG,"Bankwell Financial Group, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2014-05-15,7877443.0,5932858.0,369924704.0
PMTS,CPI Card Group Inc.,United States,NGM,USD,,11387538.0,5946914.0,173204448.0
FUNC,First United Corporation,United States,NMS,USD,,6496908.0,5959809.0,251625248.0
FATBB,FAT Brands Inc.,United States,NCM,USD,,1270805.0,5960700.0,21706582.0
FATBP,FAT Brands Inc.,United States,NCM,USD,,,5960700.0,
FAT,FAT Brands Inc.,United States,NCM,USD,,16668520.0,5960700.0,6780494.0
FONR,FONAR Corporation,United States,NCM,USD,,6168625.0,5975164.0,90981184.0
OPTXW,"Syntec Optics Holdings, Inc.",United States,NCM,USD,,,5982184.0,
OPTX,"Syntec Optics Holdings, Inc.",,,,,36920226.0,5982184.0,94146576.0
ENGDF,naturenergie holding AG,,,,,33063141.0,5982775.0,1192256896.0
RTNB,"root9B Holdings, Inc.",,,,,6100275.0,5983882.0,610.0
BRTX,"BioRestorative Therapies, Inc.",United States,NCM,USD,,8876242.0,5993949.0,9941391.0
ICCC,ImmuCell Corporation,United States,NCM,USD,,9045851.0,6004907.0,55360608.0
VEL,"Velocity Financial, Inc.",United States,NYQ,USD,,38900030.0,6040008.0,759328640.0
JILL,"J.Jill, Inc.",US,"NEW YORK STOCK EXCHANGE, INC.",USD,2017-03-09,15115353.0,6052338.0,220040560.0
BNZIW,"Banzai International, Inc.",United States,NCM,USD,,,6057701.0,
BNZI,"Banzai International, Inc.",United States,NCM,USD,,9110970.0,6057701.0,9435505.0
DSYWW,Big Tree Cloud Holdings Limited,China,NCM,USD,,,6072228.0,
JCAP,"Jefferson Capital, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2025-06-26,58290473.0,6073284.0,1338932096.0
CBIO,"Crescent Biopharma, Inc.",United States,NCM,USD,,13892516.0,6073877.0,207264672.0
WSHP,WeShop Holdings Limited,British Virgin Islands,NCM,USD,,10943683.0,6087930.0,1224051072.0
NKSH,"National Bankshares, Inc.",United States,NCM,USD,,6366001.0,6099537.0,215616448.0
STRO,"Sutro Biopharma, Inc.",United States,NGM,USD,,8519392.0,6102583.0,97887816.0
ONIT,Onity Group Inc.,US,"NEW YORK STOCK EXCHANGE, INC.",USD,1996-09-25,8521636.0,6105242.0,376571072.0
HBB,Hamilton Beach Brands Holding Company,United States,NYQ,USD,,9855732.0,6114080.0,218450816.0
CLDI,"Calidi Biotherapeutics, Inc.",United States,ASE,USD,,7167721.0,6114468.0,8887974.0
AREB,"American Rebel Holdings, Inc.",United States,NCM,USD,,6662308.0,6131324.0,5691610.0
APACU,StoneBridge Acquisition II Corporation,United States,NCM,USD,,,6133774.0,
APAC,StoneBridge Acquisition II Corporation,United States,NCM,USD,,6133750.0,6133774.0,79940656.0
APACR,StoneBridge Acquisition II Corporation,US,NASDAQ NMS - GLOBAL MARKET,USD,2025-09-30,,6133774.0,60.0
JRSH,"Jerash Holdings (US), Inc.",United States,NCM,USD,,12699940.0,6149565.0,38480816.0
NCRA,"Nocera, Inc.",Taiwan,NCM,USD,,14373617.0,6153920.0,11973223.0
TENX,"Tenax Therapeutics, Inc.",United States,NCM,USD,,6243575.0,6165881.0,79106096.0
ADGM,"Adagio Medical Holdings, Inc.",,,,,21179637.0,6168146.0,22026820.0
OXBR,Oxbridge Re Holdings Limited,Cayman Islands,NCM,USD,,7676122.0,6196319.0,9441630.0
OXBRW,Oxbridge Re Holdings Limited,Cayman Islands,NCM,USD,,5733590.0,6196319.0,1490733.0
TOPP,Toppoint Holdings Inc.,United States,ASE,USD,,19400000.0,6200046.0,17262120.0
GIGM,GigaMedia Limited,TW,NASDAQ NMS - GLOBAL MARKET,USD,2000-02-17,11052235.0,6203930.0,16578352.0
FSBW,"FS Bancorp, Inc.",United States,NCM,USD,,7518462.0,6224711.0,320337472.0
FATN,"FatPipe, Inc.",United States,NCM,USD,,13924468.0,6226187.0,34950416.0
NLLGF,Nilörngruppen AB,SE,NASDAQ OMX NORDIC,SEK,2015-06-12,10441988.0,6228678.0,65721060.0
ARAI,Arrive AI Inc.,United States,NGM,USD,,34213387.0,6232653.0,110167112.0
ALIS,Calisa Acquisition Corp,United States,NGM,USD,,8427500.0,6235002.0,83685080.0
ALISR,Calisa Acquisition Corp,United States,NGM,USD,,,6235002.0,
ALISU,Calisa Acquisition Corp,United States,NGM,USD,,,6235002.0,
CODA,"Coda Octopus Group, Inc.",United States,NCM,USD,,11248867.0,6237834.0,105289392.0
EXOZ,"eXoZymes, Inc.",United States,NCM,USD,,8387250.0,6241959.0,96369504.0
VENU,Venu Holding Corporation,United States,ASE,USD,,42847542.0,6253727.0,352556192.0
TVRD,"Tvardi Therapeutics, Inc.",United States,NCM,USD,,9381344.0,6261484.0,38838764.0
DWSN,Dawson Geophysical Company,,,,,31047801.0,6272277.0,52781260.0
ACR,ACRES Commercial Realty Corp.,United States,NYQ,USD,,7285680.0,6276551.0,160779696.0
LFS,"Leifras Co., Ltd.",Japan,NCM,USD,,26160619.0,6278971.0,80051496.0
LGPS,LogProstyle Inc.,Japan,ASE,USD,,23628452.0,6300763.0,23628452.0
SFST,"Southern First Bancshares, Inc.",United States,NGM,USD,,8189177.0,6301408.0,432470464.0
VRTS,"Virtus Investment Partners, Inc.",United States,NYQ,USD,,6754405.0,6308344.0,1124135552.0
NCPLW,Netcapital Inc.,United States,NCM,USD,,,6308715.0,
NCPL,Netcapital Inc.,United States,NCM,USD,,6867899.0,6308715.0,5271800.0
RPGL,Republic Power Group Limited,Singapore,NCM,USD,,17250000.0,6309188.0,4568255.0
CVM,CEL-SCI Corporation,United States,ASE,USD,,7993356.0,6312176.0,37648708.0
UTKN,"Universal Token, Inc.",,,,,101505000.0,6314626.0,281980896.0
CRAI,"CRA International, Inc.",United States,NMS,USD,,6562262.0,6316768.0,1357903360.0
ISBA,Isabella Bank Corporation,United States,NCM,USD,,7335096.0,6323220.0,379992256.0
XAIR,"Beyond Air, Inc.",United States,NCM,USD,,8009488.0,6326614.0,6024737.0
DBGI,"Digital Brands Group, Inc.",United States,NCM,USD,,8188336.0,6326930.0,95557880.0
IMA,"ImageneBio, Inc.",United States,NCM,USD,,11181672.0,6327520.0,64853724.0
PGACR,Pantages Capital Acquisition Corporation.,United States,NGM,USD,,,6334922.0,
PGAC,Pantages Capital Acquisition Corporation.,,,,,8869250.0,6334922.0,114224176.0
PGACU,Pantages Capital Acquisition Corporation.,United States,NGM,USD,,,6334922.0,
WTF,Waton Financial Limited,Hong Kong,NCM,USD,,48237472.0,6348051.0,160148400.0
FWFW,"Flywheel Advanced Technology, Inc.",,,,,29591164.0,6366984.0,1923425.0
VTIAF,FamiCord AG,,,,,17431762.0,6378979.0,137473152.0
COOTW,Australian Oilseeds Holdings Limited,Australia,NCM,USD,,,6387928.0,
COOT,Australian Oilseeds Holdings Limited,Australia,NCM,USD,,27898538.0,6387928.0,16348545.0
COSO,"CoastalSouth Bancshares, Inc.",United States,NYQ,USD,,10448892.0,6394588.0,293124192.0
FNWB,First Northwest Bancorp,United States,NGM,USD,,8945992.0,6418721.0,86955048.0
PLBC,Plumas Bancorp,United States,NCM,USD,,6955514.0,6434268.0,315084768.0
TPET,Trio Petroleum Corp.,US,NYSE MKT LLC,USD,2023-04-18,8440849.0,6438595.0,6738330.0
EDUC,Educational Development Corporation,United States,NGM,USD,,8583201.0,6453709.0,11415658.0
BTSEF,,,,,,9175807.0,6506686.0,1825985536.0
TZOO,Travelzoo,United States,NMS,USD,,10932337.0,6524419.0,76976392.0
AMIX,"Autonomix Medical, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2024-01-29,6907678.0,6533570.0,3974678.0
GXAI,Gaxos.ai Inc.,United States,NCM,USD,,7123453.0,6537407.0,7550860.0
ELMD,"Electromed, Inc.",,,,,8340538.0,6554829.0,238720192.0
FBRX,"Forte Biosciences, Inc.",United States,NCM,USD,,12526935.0,6565492.0,349125696.0
PODC,"PodcastOne, Inc.",United States,NCM,USD,,26910733.0,6566757.0,56512536.0
RMCO,Royalty Management Holding Corporation,United States,NCM,USD,,15140734.0,6568353.0,43756724.0
RMCOW,Royalty Management Holding Corporation,,,,,,6568353.0,
GLSI,"Greenwich LifeSciences, Inc.",United States,NCM,USD,,13854539.0,6577165.0,286581120.0
PVLA,"Palvella Therapeutics, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2014-12-18,11836490.0,6585941.0,1223538048.0
AABKF,,,,,,59857200.0,6638655.0,2042641408.0
ISPOW,Inspirato Incorporated,,,,,,6653852.0,
ISPO,Inspirato Incorporated,United States,NGM,USD,,12724272.0,6653852.0,52932968.0
QVCGA,QVC Group Inc.,United States,NCM,USD,,7886235.0,6665281.0,95163200.0
QVCGP,QVC Group Inc.,United States,NCM,USD,,,6665281.0,
SDSTW,Stardust Power Inc.,,,,,,6667372.0,
SDST,Stardust Power Inc.,United States,NCM,USD,,9817809.0,6667372.0,31024278.0
FRD,"Friedman Industries, Incorporated",United States,NMS,USD,,7112182.0,6667813.0,147008816.0
BXC,BlueLinx Holdings Inc.,United States,NYQ,USD,,7865058.0,6668311.0,493670624.0
ULH,"Universal Logistics Holdings, Inc.",United States,NMS,USD,,26330058.0,6681252.0,412328704.0
ELVAF,EvoNext Holdings SA,,,,,7211552.0,6686551.0,11976906.0
MITQ,"Moving iMage Technologies, Inc.",United States,ASE,USD,,9939732.0,6689937.0,6827602.0
AVBH,"Avidbank Holdings, Inc.",United States,NMS,USD,,10950802.0,6694335.0,298628384.0
SDHC,Smith Douglas Homes Corp.,United States,NYQ,USD,,9017638.0,6702089.0,158620256.0
FCCO,First Community Corporation,United States,NCM,USD,,7689694.0,6723253.0,228845328.0
ACNT,Ascent Industries Co.,United States,NGM,USD,,9380000.0,6726933.0,149423408.0
HBCP,"Home Bancorp, Inc.",,,,,7828144.0,6728603.0,464835200.0
CING,Cingulate Inc.,United States,NCM,USD,,6757070.0,6749232.0,28244552.0
CINGW,Cingulate Inc.,,,,,,6749232.0,
MCRB,"Seres Therapeutics, Inc.",United States,NMS,USD,,9046519.0,6753679.0,132531496.0
ORIQW,Origin Investment Corp I,Singapore,NGM,USD,,,6758636.0,
ORIQU,Origin Investment Corp I,Singapore,NGM,USD,,6355000.0,6758636.0,147188400.0
ORIQ,Origin Investment Corp I,Singapore,NGM,USD,,8625000.0,6758636.0,87285008.0
ESQ,"Esquire Financial Holdings, Inc.",United States,NCM,USD,,8565491.0,6778413.0,899633536.0
FXNC,First National Corporation,,,,,9010817.0,6786317.0,229775840.0
SOTK,Sono-Tek Corporation,United States,NCM,USD,,15707062.0,6800844.0,63854472.0
MAXN,"Maxeon Solar Technologies, Ltd.",Singapore,NMS,USD,,16932760.0,6806123.0,54184832.0
NAMM,Namib Minerals,KY,NASDAQ NMS - GLOBAL MARKET,USD,2025-06-06,53677429.0,6811129.0,52603884.0
NAMMW,Namib Minerals,Cayman Islands,NCM,USD,,,6811129.0,
FEIM,"Frequency Electronics, Inc.",United States,NGM,USD,,9777647.0,6819127.0,550383744.0
PETZ,"TDH Holdings, Inc.",China,NCM,USD,,10323268.0,6836791.0,10117836.0
NHTC,Natural Health Trends Corp.,United States,NCM,USD,,11513075.0,6846129.0,38223408.0
MOB,Mobilicom Limited,AU,NASDAQ NMS - GLOBAL MARKET,USD,2022-08-25,11961698.0,6861596.0,76554872.0
MOBBW,Mobilicom Limited,Israel,NCM,USD,,321936716.0,6861596.0,964200384.0
CSPI,CSP Inc.,United States,NGM,USD,,9904783.0,6864609.0,128861232.0
LCCCU,Lakeshore Acquisition III Corp.,United States,NGM,USD,,,6900039.0,
LCCCR,Lakeshore Acquisition III Corp.,United States,NGM,USD,,,6900039.0,
LCCC,Lakeshore Acquisition III Corp.,United States,NGM,USD,,8905000.0,6900039.0,90831000.0
NXGL,"NEXGEL, Inc.",United States,NCM,USD,,8143133.0,6913683.0,12458995.0
NXGLW,"NEXGEL, Inc.",United States,NCM,USD,,,6913683.0,
VVOS,"Vivos Therapeutics, Inc.",United States,NCM,USD,,8988106.0,6917426.0,18245854.0
SOAR,"Volato Group, Inc.",United States,ASE,USD,,7469936.0,6918086.0,7044896.0
XXII,"22nd Century Group, Inc.",United States,NCM,USD,,6987290.0,6919304.0,6112481.0
RM,Regional Management Corp.,United States,NYQ,USD,,9712805.0,6921442.0,393138528.0
GCBC,"Greene County Bancorp, Inc.",United States,NCM,USD,,17026828.0,6923789.0,387700896.0
BRFH,"Barfresh Food Group, Inc.",United States,NCM,USD,,15969281.0,6953344.0,42797676.0
TAOX,TAO Synergies Inc.,United States,NCM,USD,,7128912.0,6965375.0,30583032.0
OPY,Oppenheimer Holdings Inc.,United States,NYQ,USD,,10420884.0,6979648.0,780203968.0
VOR,Vor Biopharma Inc.,US,NASDAQ NMS - GLOBAL MARKET,USD,2021-02-05,21910630.0,6981056.0,322524512.0
LHAI,Linkhome Holdings Inc.,,,,,16230000.0,6999999.0,117342904.0
ELLO,Ellomay Capital Ltd.,Israel,ASE,USD,,13779585.0,7024456.0,318308416.0
SAM,"The Boston Beer Company, Inc.",US,"NEW YORK STOCK EXCHANGE, INC.",USD,1995-11-21,8590368.0,7035866.0,2145603200.0
AYTU,"Aytu BioPharma, Inc.",United States,NCM,USD,,10188208.0,7039033.0,24961110.0
OVLY,Oak Valley Bancorp,United States,NCM,USD,,8388221.0,7087854.0,251982160.0
USEA,United Maritime Corporation,Greece,NCM,USD,,9105456.0,7120193.0,19901728.0
LSF,"Laird Superfood, Inc.",United States,ASE,USD,,10687056.0,7124922.0,27251992.0
IPWR,Ideal Power Inc.,United States,NCM,USD,,8511403.0,7125406.0,27576946.0
YIBO,Planet Image International Limited,China,NCM,USD,,32918421.0,7128838.0,56864848.0
SLAHF,Stella Chemifa Corporation,,,,,11816570.0,7132363.0,258782880.0
SDM,Smart Digital Group Limited,Singapore,NCM,USD,,26725000.0,7147750.0,49441252.0
ZJK,"ZJK Industrial Co., Ltd.",China,NCM,USD,,63822249.0,7149688.0,132112048.0
EBMT,"Eagle Bancorp Montana, Inc.",United States,NGM,USD,,7952177.0,7151818.0,157294080.0
THCH,TH International Limited,China,NCM,USD,,32010532.0,7160859.0,70103064.0
RICK,"RCI Hospitality Holdings, Inc.",United States,NGM,USD,,8684061.0,7161330.0,203361152.0
MBCN,Middlefield Banc Corp.,United States,NCM,USD,,8090067.0,7166356.0,284608544.0
VIRDY,,,,,,7180200.0,7170794.0,777184832.0
BTCT,BTC Digital Ltd.,Singapore,NCM,USD,,9516975.0,7175629.0,15227160.0
VLDXW,,,,,,,7200270.0,
VELO,"Velo3D, Inc.",United States,NCM,USD,,24548535.0,7200270.0,331405248.0
BCDA,"BioCardia, Inc.",United States,NCM,USD,,10612734.0,7207002.0,13478172.0
CBK,"Commercial Bancgroup, Inc.",United States,NCM,USD,,12239644.0,7207804.0,333545984.0
BBSI,"Barrett Business Services, Inc.",United States,NMS,USD,,25624623.0,7216165.0,930989824.0
BATL,Battalion Oil Corporation,United States,ASE,USD,,16456563.0,7223279.0,19089612.0
UNTY,"Unity Bancorp, Inc.",United States,NGM,USD,,10039444.0,7230207.0,527070816.0
RCKY,"Rocky Brands, Inc.",United States,NMS,USD,,7493687.0,7232157.0,224960480.0
TOYO,"TOYO Co., Ltd.",Japan,NCM,USD,,37773997.0,7232499.0,228154928.0
PPIH,"Perma-Pipe International Holdings, Inc.",United States,NGM,USD,,8094045.0,7242794.0,266941632.0
GROO,Groovy Company Inc,,,,,7384006.0,7244005.0,37658.0
HCTI,"Healthcare Triangle, Inc.",United States,NCM,USD,,7261344.0,7249508.0,8350546.0
KORE,"KORE Group Holdings, Inc.",United States,NYQ,USD,,17539937.0,7252413.0,77000320.0
PRT,PermRock Royalty Trust,United States,NYQ,USD,,12165732.0,7272066.0,36253884.0
CMT,"Core Molding Technologies, Inc.",United States,ASE,USD,,8561353.0,7283914.0,182185600.0
SGLY,Singularity Future Technology Ltd.,US,NASDAQ NMS - GLOBAL MARKET,USD,2008-05-21,7293492.0,7293492.0,3795533.0
TSBK,"Timberland Bancorp, Inc.",United States,NGM,USD,,7880773.0,7300196.0,282879136.0
DDS,"Dillard's, Inc.",United States,NYQ,USD,,11626733.0,7316704.0,9837417472.0
LSTA,"Lisata Therapeutics, Inc.",United States,NCM,USD,,8820733.0,7324472.0,17376846.0
RMBI,"Richmond Mutual Bancorporation, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2019-07-02,9660972.0,7342257.0,137082912.0
SRBK,"SR Bancorp, Inc.",United States,NCM,USD,,7668306.0,7345486.0,130274088.0
IRMD,IRADIMED CORPORATION,US,NASDAQ NMS - GLOBAL MARKET,USD,2014-07-16,12721156.0,7350284.0,1239676672.0
CUPR,Cuprina Holdings (Cayman) Limited,SG,NASDAQ NMS - GLOBAL MARKET,SGD,2025-04-10,7365000.0,7365072.0,9869145.0
EGG,Enigmatig Limited,Singapore,ASE,USD,,12255200.0,7369250.0,137796784.0
LIQT,"LiqTech International, Inc.",Denmark,NCM,USD,,9627064.0,7397725.0,15114493.0
HPAIW,Helport AI Limited,,,,,,7416946.0,
HPAI,Helport AI Limited,Singapore,NCM,USD,,37430968.0,7416946.0,151969728.0
FGRRF,,,,,,7581850.0,7421079.0,15171574.0
NBN,Northeast Bank,United States,NGM,USD,,8562960.0,7426227.0,909040960.0
UFPT,"UFP Technologies, Inc.",United States,NCM,USD,,7712444.0,7430631.0,1829545984.0
XOS,"Xos, Inc.",United States,NCM,USD,,11334192.0,7444751.0,22895068.0
TGE,The Generation Essentials Group,France,NYQ,USD,,29175159.0,7450890.0,53791792.0
ASMB,"Assembly Biosciences, Inc.",United States,NMS,USD,,15817140.0,7458256.0,531772224.0
MLP,"Maui Land & Pineapple Company, Inc.",United States,NYQ,USD,,19741709.0,7460194.0,342537248.0
NRXS,"NeurAxis, Inc.",United States,ASE,USD,,10652812.0,7486690.0,41759024.0
WOLF,"Wolfspeed, Inc.",US,"NEW YORK STOCK EXCHANGE, INC.",USD,1993-02-09,25892446.0,7490167.0,464769440.0
BIVI,BioVie Inc.,US,NASDAQ NMS - GLOBAL MARKET,USD,2014-01-14,7537479.0,7497756.0,9120350.0
BIVIW,BioVie Inc.,United States,NCM,USD,,,7497756.0,
KARO,Karooooo Ltd.,Singapore,NCM,USD,,30893300.0,7512633.0,1463724544.0
QSEA,Quartzsea Acquisition Corporati,United States,NGM,USD,,11409900.0,7521406.0,116723272.0
QSEAR,Quartzsea Acquisition Corporation,United States,NGM,USD,,,7521406.0,
QSEAU,Quartzsea Acquisition Corporation,United States,NGM,USD,,,7521406.0,
GLOO,"Gloo Holdings, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2025-11-19,10130932.0,7529941.0,512463168.0
ACITF,ASIAN CITRUS HLDGS,,,,,14900529.0,7563658.0,2980105.0
SEG,Seaport Entertainment Group Inc.,United States,NYQ,USD,,12735071.0,7568325.0,256102288.0
NTIC,Northern Technologies International Corporation,United States,NGM,USD,,9480689.0,7583034.0,71768816.0
CREX,"Creative Realities, Inc.",United States,NCM,USD,,10518932.0,7583624.0,27980360.0
AVTXF,Avantium N.V.,NL,NYSE EURONEXT - EURONEXT AMSTERDAM,EUR,2017-03-15,25196719.0,7585194.0,380470496.0
ASIC,Ategrity Specialty Insurance Company Holdings,United States,NYQ,USD,,48066674.0,7594534.0,1032472064.0
CHPG,ChampionsGate Acquisition Corporation,United States,NGM,USD,,8617125.0,7597129.0,101670576.0
CHPGU,ChampionsGate Acquisition Corporation,United States,NGM,USD,,,7597129.0,
CHPGR,ChampionsGate Acquisition Corporation,United States,NGM,USD,,,7597129.0,
MVO,MV Oil Trust,United States,NYQ,USD,,11500000.0,7608860.0,13915000.0
VVPR,VivoPower International PLC,United Kingdom,NCM,USD,,16790245.0,7629949.0,40968196.0
MYFW,"First Western Financial, Inc.",United States,NMS,USD,,9714711.0,7639746.0,255095472.0
SNDA,"Sonida Senior Living, Inc.",United States,NYQ,USD,,18770006.0,7667351.0,605708096.0
CVCO,"Cavco Industries, Inc.",United States,NMS,USD,,7805037.0,7708957.0,4754072064.0
QUMSU,Quantumsphere Acquisition Corporation,US,NASDAQ NMS - GLOBAL MARKET,USD,2025-08-06,,7712492.0,114.0
QUMSR,Quantumsphere Acquisition Corporation,United States,NGM,USD,,,7712492.0,
QUMS,Quantumsphere Acquisition Corporation,United States,NGM,USD,,11406650.0,7712492.0,114066512.0
CNTRF,CENTR Brands Corp.,,,,,11597740.0,7717948.0,162965.0
PBFS,"Pioneer Bancorp, Inc.",United States,NCM,USD,,25080547.0,7741309.0,350762784.0
